090101	N-	----NSM-	Παῦλος	Παῦλος		Pau=loj
090101	N-	----NSM-	ἀπόστολος	ἀπόστολος	,	a)po/stoloj
090101	D-	--------	οὐκ	οὐ		ou)
090101	P-	--------	ἀπ	ἀπό		a)po/
090101	N-	----GPM-	ἀνθρώπων	ἄνθρωπος		a)/nqrwpoj
090101	C-	--------	οὐδὲ	οὐδέ		ou)de/
090101	P-	--------	δι	διά		dia/
090101	N-	----GSM-	ἀνθρώπου	ἄνθρωπος		a)/nqrwpoj
090101	C-	--------	ἀλλὰ	ἀλλά		a)lla/
090101	P-	--------	διὰ	διά		dia/
090101	N-	----GSM-	Ἰησοῦ	Ἰησοῦς		I)hsou=j
090101	N-	----GSM-	Χριστοῦ	Χριστός		Xristo/j
090101	C-	--------	καὶ	καί		kai/
090101	N-	----GSM-	θεοῦ	θεός		qeo/j
090101	N-	----GSM-	πατρὸς	πατήρ		path/r
090101	RA	----GSM-	τοῦ	ὁ		o(
090101	V-	-AAPGSM-	ἐγείραντος	ἐγείρω		e)gei/rw
090101	RP	----ASM-	αὐτὸν	αὐτός		au)to/j
090101	P-	--------	ἐκ	ἐκ		e)k
090101	A-	----GPM-	νεκρῶν	νεκρός	,	nekro/j
090102	C-	--------	καὶ	καί		kai/
090102	RA	----NPM-	οἱ	ὁ		o(
090102	P-	--------	σὺν	σύν		su/n
090102	RP	----DS--	ἐμοὶ	ἐγώ		e)gw/
090102	A-	----NPM-	πάντες	πᾶς		pa=j
090102	N-	----NPM-	ἀδελφοί	ἀδελφός	,	a)delfo/j
090102	RA	----DPF-	ταῖς	ὁ		o(
090102	N-	----DPF-	ἐκκλησίαις	ἐκκλησία		e)kklhsi/a
090102	RA	----GSF-	τῆς	ὁ		o(
090102	N-	----GSF-	Γαλατίας	Γαλατία	·	Galati/a
090103	N-	----NSF-	χάρις	χάρις		xa/rij
090103	RP	----DP--	ὑμῖν	σύ		su/
090103	C-	--------	καὶ	καί		kai/
090103	N-	----NSF-	εἰρήνη	εἰρήνη		ei)rh/nh
090103	P-	--------	ἀπὸ	ἀπό		a)po/
090103	N-	----GSM-	θεοῦ	θεός		qeo/j
090103	N-	----GSM-	πατρὸς	πατήρ		path/r
090103	C-	--------	καὶ	καί		kai/
090103	N-	----GSM-	κυρίου	κύριος		ku/rioj
090103	RP	----GP--	ἡμῶν	ἐγώ		e)gw/
090103	N-	----GSM-	Ἰησοῦ	Ἰησοῦς		I)hsou=j
090103	N-	----GSM-	Χριστοῦ	Χριστός	,	Xristo/j
090104	RA	----GSM-	τοῦ	ὁ		o(
090104	V-	-AAPGSM-	δόντος	δίδωμι		di/dwmi
090104	RP	----ASM-	ἑαυτὸν	ἑαυτοῦ		e(autou=
090104	P-	--------	ὑπὲρ	ὑπέρ		u(pe/r
090104	RA	----GPF-	τῶν	ὁ		o(
090104	N-	----GPF-	ἁμαρτιῶν	ἁμαρτία		a(marti/a
090104	RP	----GP--	ἡμῶν	ἐγώ		e)gw/
090104	C-	--------	ὅπως	ὅπως		o(/pwj
090104	V-	3AMS-S--	ἐξέληται	ἐξαιρέω		e)caire/w
090104	RP	----AP--	ἡμᾶς	ἐγώ		e)gw/
090104	P-	--------	ἐκ	ἐκ		e)k
090104	RA	----GSM-	τοῦ	ὁ		o(
090104	N-	----GSM-	αἰῶνος	αἰών		ai)w/n
090104	RA	----GSM-	τοῦ	ὁ		o(
090104	V-	-XAPGSM-	ἐνεστῶτος	ἐνίστημι		e)ni/sthmi
090104	A-	----GSM-	πονηροῦ	πονηρός		ponhro/j
090104	P-	--------	κατὰ	κατά		kata/
090104	RA	----ASN-	τὸ	ὁ		o(
090104	N-	----ASN-	θέλημα	θέλημα		qe/lhma
090104	RA	----GSM-	τοῦ	ὁ		o(
090104	N-	----GSM-	θεοῦ	θεός		qeo/j
090104	C-	--------	καὶ	καί		kai/
090104	N-	----GSM-	πατρὸς	πατήρ		path/r
090104	RP	----GP--	ἡμῶν	ἐγώ	,	e)gw/
090105	RR	----DSM-	ᾧ	ὅς		o(/j
090105	RA	----NSF-	ἡ	ὁ		o(
090105	N-	----NSF-	δόξα	δόξα		do/ca
090105	P-	--------	εἰς	εἰς		ei)j
090105	RA	----APM-	τοὺς	ὁ		o(
090105	N-	----APM-	αἰῶνας	αἰών		ai)w/n
090105	RA	----GPM-	τῶν	ὁ		o(
090105	N-	----GPM-	αἰώνων	αἰών	·	ai)w/n
090105	X-	--------	ἀμήν	ἀμήν	.	a)mh/n
090106	V-	1PAI-S--	Θαυμάζω	θαυμάζω		qauma/zw
090106	C-	--------	ὅτι	ὅτι		o(/ti
