140101	N-	----NSM-	Παῦλος	Παῦλος		Pau=loj
140101	C-	--------	καὶ	καί		kai/
140101	N-	----NSM-	Σιλουανὸς	Σιλουανός		Silouano/j
140101	C-	--------	καὶ	καί		kai/
140101	N-	----NSM-	Τιμόθεος	Τιμόθεος		Timo/qeoj
140101	RA	----DSF-	τῇ	ὁ		o(
140101	N-	----DSF-	ἐκκλησίᾳ	ἐκκλησία		e)kklhsi/a
140101	N-	----GPM-	Θεσσαλονικέων	Θεσσαλονικεύς		Qessalonikeu/j
140101	P-	--------	ἐν	ἐν		e)n
140101	N-	----DSM-	θεῷ	θεός		qeo/j
140101	N-	----DSM-	πατρὶ	πατήρ		path/r
140101	RP	----GP--	ἡμῶν	ἐγώ		e)gw/
140101	C-	--------	καὶ	καί		kai/
140101	N-	----DSM-	κυρίῳ	κύριος		ku/rioj
140101	N-	----DSM-	Ἰησοῦ	Ἰησοῦς		I)hsou=j
140101	N-	----DSM-	Χριστῷ	Χριστός	·	Xristo/j
140102	N-	----NSF-	χάρις	χάρις		xa/rij
140102	RP	----DP--	ὑμῖν	σύ		su/
140102	C-	--------	καὶ	καί		kai/
140102	N-	----NSF-	εἰρήνη	εἰρήνη		ei)rh/nh
140102	P-	--------	ἀπὸ	ἀπό		a)po/
140102	N-	----GSM-	θεοῦ	θεός		qeo/j
140102	N-	----GSM-	πατρὸς	πατήρ		path/r
140102	C-	--------	καὶ	καί		kai/
140102	N-	----GSM-	κυρίου	κύριος		ku/rioj
140102	N-	----GSM-	Ἰησοῦ	Ἰησοῦς		I)hsou=j
140102	N-	----GSM-	Χριστοῦ	Χριστός	.	Xristo/j
140103	V-	-PAN----	Εὐχαριστεῖν	εὐχαριστέω		eu)xariste/w
140103	V-	1PAI-P--	ὀφείλομεν	ὀφείλω		o)fei/lw
140103	RA	----DSM-	τῷ	ὁ		o(
140103	N-	----DSM-	θεῷ	θεός		qeo/j
140103	D-	--------	πάντοτε	πάντοτε		pa/ntote
140103	P-	--------	περὶ	περί		peri/
140103	RP	----GP--	ὑμῶν	σύ	,	su/
140103	N-	----VPM-	ἀδελφοί	ἀδελφός	,	a)delfo/j
140103	C-	--------	καθὼς	καθώς		kaqw/j
140103	A-	----NSN-	ἄξιόν	ἄξιος		a)/cioj
140103	V-	3PAI-S--	ἐστιν	εἰμί	,	ei)mi/
140103	C-	--------	ὅτι	ὅτι		o(/ti
140103	V-	3PAI-S--	ὑπεραυξάνει	ὑπεραυξάνω		u(perauca/nw
140103	RA	----NSF-	ἡ	ὁ		o(
140103	N-	----NSF-	πίστις	πίστις		pi/stij
140103	RP	----GP--	ὑμῶν	σύ		su/
140103	C-	--------	καὶ	καί		kai/
140103	V-	3PAI-S--	πλεονάζει	πλεονάζω		pleona/zw
140103	RA	----NSF-	ἡ	ὁ		o(
140103	N-	----NSF-	ἀγάπη	ἀγάπη		a)ga/ph
140103	A-	----GSM-	ἑνὸς	εἷς		ei(=j
140103	A-	----GSM-	ἑκάστου	ἕκαστος		e(/kastoj
140103	A-	----GPM-	πάντων	πᾶς		pa=j
140103	RP	----GP--	ὑμῶν	σύ		su/
140103	P-	--------	εἰς	εἰς		ei)j
140103	RP	----APM-	ἀλλήλους	ἀλλήλων	,	a)llh/lwn
140104	C-	--------	ὥστε	ὥστε		w(/ste
140104	RP	----APM-	αὐτοὺς	ἑαυτοῦ		e(autou=
140104	RP	----AP--	ἡμᾶς	ἐγώ		e)gw/
140104	P-	--------	ἐν	ἐν		e)n
140104	RP	----DP--	ὑμῖν	σύ		su/
140104	V-	-PMN----	ἐγκαυχᾶσθαι	ἐγκαυχάομαι		e)gkauxa/omai
140104	P-	--------	ἐν	ἐν		e)n
140104	RA	----DPF-	ταῖς	ὁ		o(
140104	N-	----DPF-	ἐκκλησίαις	ἐκκλησία		e)kklhsi/a
140104	RA	----GSM-	τοῦ	ὁ		o(
140104	N-	----GSM-	θεοῦ	θεός		qeo/j
140104	P-	--------	ὑπὲρ	ὑπέρ		u(pe/r
140104	RA	----GSF-	τῆς	ὁ		o(
140104	N-	----GSF-	ὑπομονῆς	ὑπομονή		u(pomonh/
140104	RP	----GP--	ὑμῶν	σύ		su/
140104	C-	--------	καὶ	καί		kai/
140104	N-	----GSF-	πίστεως	πίστις		pi/stij
140104	P-	--------	ἐν	ἐν		e)n
140104	A-	----DPM-	πᾶσιν	πᾶς		pa=j
140104	RA	----DPM-	τοῖς	ὁ		o(
140104	N-	----DPM-	διωγμοῖς	διωγμός		diwgmo/j
140104	RP	----GP--	ὑμῶν	σύ		su/
140104	C-	--------	καὶ	καί		kai/
140104	RA	----DPF-	ταῖς	ὁ		o(
140104	N-	----DPF-	θλίψεσιν	θλῖψις		qli=yij
140104	RR	----DPF-	αἷς	ὅς		o(/j
140104	V-	2PMI-P--	ἀνέχεσθε	ἀνέχομαι	,	a)ne/xomai
140105	N-	----NSN-	ἔνδειγμα	ἔνδειγμα		e)/ndeigma
140105	RA	----GSF-	τῆς	ὁ		o(
140105	A-	----GSF-	δικαίας	δίκαιος		di/kaioj
140105	N-	----GSF-	κρίσεως	κρίσις		kri/sij
140105	RA	----GSM-	τοῦ	ὁ		o(
140105	N-	----GSM-	θεοῦ	θεός	,	qeo/j
140105	P-	--------	εἰς	εἰς		ei)j
140105	RA	----ASN-	τὸ	ὁ		o(
140105	V-	-APN----	καταξιωθῆναι	καταξιόω		katacio/w
140105	RP	----AP--	ὑμᾶς	σύ		su/
140105	RA	----GSF-	τῆς	ὁ		o(
140105	N-	----GSF-	βασιλείας	βασιλεία		basilei/a
140105	RA	----GSM-	τοῦ	ὁ		o(
140105	N-	----GSM-	θεοῦ	θεός	,	qeo/j
140105	P-	--------	ὑπὲρ	ὑπέρ		u(pe/r
140105	RR	----GSF-	ἧς	ὅς		o(/j
140105	D-	--------	καὶ	καί		kai/
140105	V-	2PAI-P--	πάσχετε	πάσχω	,	pa/sxw
140106	C-	--------	εἴπερ	εἴπερ		ei)/per
140106	A-	----NSN-	δίκαιον	δίκαιος		di/kaioj
140106	P-	--------	παρὰ	παρά		para/
140106	N-	----DSM-	θεῷ	θεός		qeo/j
140106	V-	-AAN----	ἀνταποδοῦναι	ἀνταποδίδωμι		a)ntapodi/dwmi
140106	RA	----DPM-	τοῖς	ὁ		o(
140106	V-	-PAPDPM-	θλίβουσιν	θλίβω		qli/bw
140106	RP	----AP--	ὑμᾶς	σύ		su/
140106	N-	----ASF-	θλῖψιν	θλῖψις		qli=yij
140107	C-	--------	καὶ	καί		kai/
140107	RP	----DP--	ὑμῖν	σύ		su/
140107	RA	----DPM-	τοῖς	ὁ		o(
140107	V-	-PPPDPM-	θλιβομένοις	θλίβω		qli/bw
140107	N-	----ASF-	ἄνεσιν	ἄνεσις		a)/nesij
140107	P-	--------	μεθ	μετά		meta/
140107	RP	----GP--	ἡμῶν	ἐγώ		e)gw/
140107	P-	--------	ἐν	ἐν		e)n
140107	RA	----DSF-	τῇ	ὁ		o(
140107	N-	----DSF-	ἀποκαλύψει	ἀποκάλυψις		a)poka/luyij
140107	RA	----GSM-	τοῦ	ὁ		o(
140107	N-	----GSM-	κυρίου	κύριος		ku/rioj
140107	N-	----GSM-	Ἰησοῦ	Ἰησοῦς		I)hsou=j
140107	P-	--------	ἀπ	ἀπό		a)po/
140107	N-	----GSM-	οὐρανοῦ	οὐρανός		ou)rano/j
140107	P-	--------	μετ	μετά		meta/
140107	N-	----GPM-	ἀγγέλων	ἄγγελος		a)/ggeloj
140107	N-	----GSF-	δυνάμεως	δύναμις		du/namij
140107	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
140108	P-	--------	ἐν	ἐν		e)n
140108	N-	----DSF-	φλογὶ	φλόξ		flo/c
140108	N-	----GSN-	πυρός	πῦρ	,	pu=r
140108	V-	-PAPGSM-	διδόντος	δίδωμι		di/dwmi
140108	N-	----ASF-	ἐκδίκησιν	ἐκδίκησις		e)kdi/khsij
140108	RA	----DPM-	τοῖς	ὁ		o(
140108	D-	--------	μὴ	μή		mh/
140108	V-	-XAPDPM-	εἰδόσι	οἶδα		oi)=da
140108	N-	----ASM-	θεὸν	θεός		qeo/j
140108	C-	--------	καὶ	καί		kai/
140108	RA	----DPM-	τοῖς	ὁ		o(
140108	D-	--------	μὴ	μή		mh/
140108	V-	-PAPDPM-	ὑπακούουσιν	ὑπακούω		u(pakou/w
140108	RA	----DSN-	τῷ	ὁ		o(
140108	N-	----DSN-	εὐαγγελίῳ	εὐαγγέλιον		eu)agge/lion
140108	RA	----GSM-	τοῦ	ὁ		o(
140108	N-	----GSM-	κυρίου	κύριος		ku/rioj
140108	RP	----GP--	ἡμῶν	ἐγώ		e)gw/
140108	N-	----GSM-	Ἰησοῦ	Ἰησοῦς	,	I)hsou=j
140109	RR	----NPM-	οἵτινες	ὅστις		o(/stij
140109	N-	----ASF-	δίκην	δίκη		di/kh
140109	V-	3FAI-P--	τίσουσιν	τίνω		ti/nw
140109	N-	----ASM-	ὄλεθρον	ὄλεθρος		o)/leqroj
140109	A-	----ASM-	αἰώνιον	αἰώνιος		ai)w/nioj
