1	1a	N3E	GSN	17730	Ἔτους	ἐτους	ετους	ἔτος	e)/toj	a			E)/TOUS	E)/TOS
1	1a	A1A	GSN	17731	δευτέρου	δευτερου	δευτερου	δεύτερος	deu/teroj				DEUTE/ROU	DEU/TEROS
1	1a	V1	PAPGSM	4892097	βασιλεύοντος	βασιλευοντος	βασιλευοντος	βασιλεύω	basileu/w				BASILEU/ONTOS	BASILEU/W
1	1a	N1M	GSM	9538	Ἀρταξέρξου	ἀρταξερξου	αρταξερξου	Ἀρταξέρξης	A)rtace/rchj				*A)RTACE/RCOU	*A)RTACE/RCHS
1	1a	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	1a	A1	GSM	9539	μεγάλου	μεγαλου	μεγαλου	μέγας	me/gaj				MEGA/LOU	ME/GAS
1	1a	RA	DSF	10	τῇ	τη	τη	ὁ	o(				TH=|	O(
1	1a	A1A	DSF	13699	μιᾷ	μια	μια	εἷς	ei(=j				MIA=|	EI(=S
1	1a	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	1a	N	GSM	9538	Νισα	νισα	νισα	Νισα	Nisa				*NISA	*NISA
1	1a	N2N	ASN	17666	ἐνύπνιον	ἐνυπνιον	ενυπνιον	ἐνύπνιον	e)nu/pnion				E)NU/PNION	E)NU/PNION
1	1a	VBI	AAI3S	633473	εἶδεν	εἰδεν	ειδεν	ὁράω	o(ra/w				EI)=DEN	O(RA/W
1	1a	N2	NSM	9346	Μαρδοχαῖος	μαρδοχαιος	μαρδοχαιος	Μαρδοχαῖος	Mardoxai=oj				*MARDOXAI=OS	*MARDOXAI=OS
1	1a	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
1	1a	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	1a	N2	GSM	9538	Ιαιρου	ιαιρου	ιαιρου	Ἰάϊρος	I)a/i:roj				*IAI+ROU	*IAI+ROS
1	1a	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	1a	N1M	GSM	9538	Σεμειου	σεμειου	σεμειου	Σεμείας	Semei/aj				*SEMEI+OU	*SEMEI+AS
1	1a	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	1a	N1M	GSM	9538	Κισαιου	κισαιου	κισαιου	Κισαιας	Kisaiaj				*KISAIOU	*KISAIAS
1	1a	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
1	1a	N1	GSF	13634	φυλῆς	φυλης	φυλης	φυλή	fulh/				FULH=S	FULH/
1	1a	N	GSM	9538	Βενιαμιν	βενιαμιν	βενιαμιν	Βενιαμίν	Beniami/n				*BENIAMIN	*BENIAMI/N
1	1b	N2	NSM	9346	ἄνθρωπος	ἀνθρωπος	ανθρωπος	ἄνθρωπος	a)/nqrwpoj			,	A)/NQRWPOS	A)/NQRWPOS
1	1b	N2	NSM	9346	Ιουδαῖος	ιουδαιος	ιουδαιος	Ἰουδαῖος	I)oudai=oj				*IOUDAI=OS	*I)OUDAI=OS
1	1b	V2	PAPNSM	4793793	οἰκῶν	οἰκων	οικων	οἰκέω	oi)ke/w				OI)KW=N	OI)KE/W
1	1b	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	1b	N	DPN	18306	Σούσοις	σουσοις	σουσοις	Σουσά	Sousa/				*SOU/SOIS	*SOUSA/
1	1b	RA	DSF	10	τῇ	τη	τη	ὁ	o(				TH=|	O(
1	1b	N3I	DSF	13698	πόλει	πολει	πολει	πόλις	po/lij				PO/LEI	PO/LIS
1	1b	N2	NSM	9346	ἄνθρωπος	ἀνθρωπος	ανθρωπος	ἄνθρωπος	a)/nqrwpoj			,	A)/NQRWPOS	A)/NQRWPOS
1	1b	A1P	NSM	9347	μέγας	μεγας	μεγας	μέγας	me/gaj				ME/GAS	ME/GAS
1	1b	V1	PAPNSM	4793793	θεραπεύων	θεραπευων	θεραπευων	θεραπεύω	qerapeu/w				QERAPEU/WN	QERAPEU/W
1	1b	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	1b	RA	DSF	10	τῇ	τη	τη	ὁ	o(				TH=|	O(
1	1b	N1	DSF	13698	αὐλῇ	αὐλη	αυλη	αὐλή	au)lh/				AU)LH=|	AU)LH/
1	1b	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	1b	N3V	GSM	9538	βασιλέως	βασιλεως	βασιλεως	βασιλεύς	basileu/j				BASILE/WS	BASILEU/S
1	1c	V9	IAI3S	632449	ἦν	ἠν	ην	εἰμί	ei)mi/			·	H)=N	EI)MI/
1	1c	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
1	1c	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
1	1c	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
1	1c	N1A	GSF	13634	αἰχμαλωσίας	αἰχμαλωσιας	αιχμαλωσιας	αἰχμαλωσία	ai)xmalwsi/a				AI)XMALWSI/AS	AI)XMALWSI/A
1	1c	RR	GSF	14	ἧς	ἡς	ης	ὅς	o(/j			,	H(=S	O(/S
1	1c	VAI	AAI3S	633473	ᾐχμαλώτευσεν	ἠχμαλωτευσεν	ηχμαλωτευσεν	αἰχμαλωτεύω	ai)xmalwteu/w				H)|XMALW/TEUSEN	AI)XMALWTEU/W
1	1c	N	NSM	9346	Ναβουχοδονοσορ	ναβουχοδονοσορ	ναβουχοδονοσορ	Ναβουχοδονοσόρ	Nabouxodonoso/r				*NABOUXODONOSOR	*NABOUXODONOSOR
1	1c	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
1	1c	N3V	NSM	9346	βασιλεὺς	βασιλευς	βασιλευς	βασιλεύς	basileu/j				BASILEU\S	BASILEU/S
1	1c	N3W	GSM	9538	Βαβυλῶνος	βαβυλωνος	βαβυλωνος	Βαβυλών	Babulw/n				*BABULW=NOS	*BABULW/N
1	1c	P		8	ἐξ	ἐξ	εξ	ἐκ	e)k				E)C	E)K
1	1c	N	GSF	13634	Ιερουσαλημ	ιερουσαλημ	ιερουσαλημ	Ἱερουσαλήμ	I(erousalh/m				*IEROUSALHM	*I)EROUSALH/M
1	1c	P		8	μετὰ	μετα	μετα	μετά	meta/				META\	META/
1	1c	N	GSM	9538	Ιεχονιου	ιεχονιου	ιεχονιου	Ἰεχονίας	I)exoni/aj				*IEXONIOU	*IEXONIAS
1	1c	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	1c	N3V	GSM	9538	βασιλέως	βασιλεως	βασιλεως	βασιλεύς	basileu/j				BASILE/WS	BASILEU/S
1	1c	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
1	1c	N1A	GSF	13634	Ιουδαίας	ιουδαιας	ιουδαιας	Ἰουδαία	I)oudai/a				*IOUDAI/AS	*I)OUDAI/A
1	1d	C		4	καὶ	και	και	καί	kai/			.	KAI\	KAI/
1	1d	RD	NSN	11	τοῦτο	τουτο	τουτο	οὗτος	ou(=toj				TOU=TO	OU(=TOS
1	1d	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
1	1d	RA	NSN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	1d	N2N	NSN	17538	ἐνύπνιον	ἐνυπνιον	ενυπνιον	ἐνύπνιον	e)nu/pnion				E)NU/PNION	E)NU/PNION
1	1d	C		4	καὶ	και	και	καί	kai/			·	KAI\	KAI/
1	1d	I		6	ἰδοὺ	ἰδου	ιδου	ἰδού	i)dou/				I)DOU\	I)DOU/
1	1d	N1	NPF	13954	φωναὶ	φωναι	φωναι	φωνή	fwnh/				FWNAI\	FWNH/
1	1d	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	1d	N2	NSM	9346	θόρυβος	θορυβος	θορυβος	θόρυβος	qo/ruboj				QO/RUBOS	QO/RUBOS
1	1d	N1	NPF	13954	βρονταὶ	βρονται	βρονται	βροντή	bronth/			,	BRONTAI\	BRONTH/
1	1d	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	1d	N2	NSM	9346	σεισμός	σεισμος	σεισμος	σεισμός	seismo/j				SEISMO/S	SEISMO/S
1	1d	N2	NSM	9346	τάραχος	ταραχος	ταραχος	τάραχος	ta/raxoj			,	TA/RAXOS	TA/RAXOS
1	1d	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
1	1d	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
1	1d	N1	GSF	13634	γῆς	γης	γης	γῆ	gh=				GH=S	GH=
1	1e	C		4	καὶ	και	και	καί	kai/			·	KAI\	KAI/
1	1e	I		6	ἰδοὺ	ἰδου	ιδου	ἰδού	i)dou/				I)DOU\	I)DOU/
1	1e	M		7	δύο	δυο	δυο	δύο	du/o				DU/O	DU/O
1	1e	N3	NPM	9858	δράκοντες	δρακοντες	δρακοντες	δράκων	dra/kwn				DRA/KONTES	DRA/KWN
1	1e	A1	NPM	9859	μεγάλοι	μεγαλοι	μεγαλοι	μέγας	me/gaj				MEGA/LOI	ME/GAS
1	1e	A1	NPM	9859	ἕτοιμοι	ἑτοιμοι	ετοιμοι	ἑτοίμος	e(toi/moj				E(/TOIMOI	E(/TOIMOS
1	1e	VBI	AAI3P	895617	προῆλθον	προηλθον	προηλθον	προέρχομαι	proe/rxomai				PROH=LQON	E)/RXOMAI        PRO
1	1e	A1A	NPM	9859	ἀμφότεροι	ἀμφοτεροι	αμφοτεροι	ἀμφότερος	a)mfo/teroj				A)MFO/TEROI	A)MFO/TEROI
1	1e	VB	AAN	306049	παλαίειν	παλαιειν	παλαιειν	παλαίω	palai/w				PALAI/EIN	PALAI/W
1	1e	C		4	καὶ	και	και	καί	kai/			,	KAI\	KAI/
1	1e	VBI	AMI3S	637569	ἐγένετο	ἐγενετο	εγενετο	γίνομαι	gi/nomai				E)GE/NETO	GI/GNOMAI
1	1e	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)to/j				AU)TW=N	AU)TO/S
1	1e	N1	NSF	13442	φωνὴ	φωνη	φωνη	φωνή	fwnh/				FWNH\	FWNH/
1	1e	A1	NSF	13443	μεγάλη	μεγαλη	μεγαλη	μέγας	me/gaj				MEGA/LH	ME/GAS
1	1f	C		4	καὶ	και	και	καί	kai/			·	KAI\	KAI/
1	1f	RA	DSF	10	τῇ	τη	τη	ὁ	o(				TH=|	O(
1	1f	N1	DSF	13698	φωνῇ	φωνη	φωνη	φωνή	fwnh/				FWNH=|	FWNH/
1	1f	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)to/j				AU)TW=N	AU)TO/S
1	1f	VCI	API3S	641665	ἡτοιμάσθη	ἡτοιμασθη	ητοιμασθη	ἑτοιμάζω	e(toima/zw				H(TOIMA/SQH	E(TOIMA/ZW
1	1f	A3	NSN	17539	πᾶν	παν	παν	πᾶς	pa=j				PA=N	PA=S
1	1f	N3E	NSN	17538	ἔθνος	ἐθνος	εθνος	ἔθνος	e)/qnoj				E)/QNOS	E)/QNOS
1	1f	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
1	1f	N2	ASM	9474	πόλεμον	πολεμον	πολεμον	πόλεμος	po/lemoj				PO/LEMON	PO/LEMOS
1	1f	C		4	ὥστε	ὡστε	ωστε	ὥστε	w(/ste				W(/STE	W(/STE
1	1f	VA	AAN	306049	πολεμῆσαι	πολεμησαι	πολεμησαι	πολεμέω	poleme/w				POLEMH=SAI	POLEME/W
1	1f	A1A	GPM	10051	δικαίων	δικαιων	δικαιων	δίκαιος	di/kaioj				DIKAI/WN	DI/KAIOS
1	1f	N3E	ASN	17666	ἔθνος	ἐθνος	εθνος	ἔθνος	e)/qnoj				E)/QNOS	E)/QNOS
