1	1	N	NSM	9346	Αδαμ	αδαμ	αδαμ	Ἀδάμ	A)da/m			,	*ADAM	*ADAM
1	1	N	NSM	9346	Σηθ	σηθ	σηθ	Σήθ	Sh/q			,	*SHQ	*SHQ
1	1	N	NSM	9346	Ενως	ενως	ενως	Ἐνώς	E)nw/j			,	*ENWS	*ENWS
1	2	N	NSM	9346	Καιναν	καιναν	καιναν	Καϊνάν	Kai:na/n			,	*KAINAN	*KAINAN
1	2	N	NSM	9346	Μαλελεηλ	μαλελεηλ	μαλελεηλ	Μαλελεήλ	Maleleh/l			,	*MALELEHL	*MALELEHL
1	2	N	NSM	9346	Ιαρεδ	ιαρεδ	ιαρεδ	Ἰάρεδ	I)a/red			,	*IARED	*IARED
1	3	N	NSM	9346	Ενωχ	ενωχ	ενωχ	Ἐνώχ	E)nw/x			,	*ENWX	*ENWX
1	3	N	NSM	9346	Μαθουσαλα	μαθουσαλα	μαθουσαλα	Μαθουσαλά	Maqousala/			,	*MAQOUSALA	*MAQOUSALA
1	3	N	NSM	9346	Λαμεχ	λαμεχ	λαμεχ	Λάμεχ	La/mex			,	*LAMEX	*LAMEX
1	4	N	NSM	9346	Νωε	νωε	νωε	Νῶε	Nw=e			.	*NWE	*NWE
1	4	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(o/j				UI(OI\	UI(O/S
1	4	N	GSM	9538	Νωε	νωε	νωε	Νῶε	Nw=e			·	*NWE	*NWE
1	4	N	NSM	9346	Σημ	σημ	σημ	Σήμ	Sh/m			,	*SHM	*SHM
1	4	N	NSM	9346	Χαμ	χαμ	χαμ	Χαμ	Xam			,	*XAM	*XAM
1	4	N	NSM	9346	Ιαφεθ	ιαφεθ	ιαφεθ	Ιαφεθ	Iafeq			.	*IAFEQ	*IAFEQ
1	5	N2	NPM	9858	Υἱοὶ	υἱοι	υιοι	υἱός	ui(o/j				UI(OI\	UI(O/S
1	5	N	GSM	9538	Ιαφεθ	ιαφεθ	ιαφεθ	Ιαφεθ	Iafeq			·	*IAFEQ	*IAFEQ
1	5	N	NSM	9346	Γαμερ	γαμερ	γαμερ	Γαμερ	Gamer			,	*GAMER	*GAMER
1	5	N	NSM	9346	Μαγωγ	μαγωγ	μαγωγ	Μαγώγ	Magw/g			,	*MAGWG	*MAGWG
1	5	N	NSM	9346	Μαδαι	μαδαι	μαδαι	Μαδαι	Madai			,	*MADAI	*MADAI
1	5	N	NSM	9346	Ιωυαν	ιωυαν	ιωυαν	Ιωυαν	Iwuan			,	*IWUAN	*IWUAN
1	5	N	NSM	9346	Ελισα	ελισα	ελισα	Ελισα	Elisa			,	*ELISA	*ELISA
1	5	N	NSM	9346	Θοβελ	θοβελ	θοβελ	Θοβελ	Qobel			,	*QOBEL	*QOBEL
1	5	N	NSM	9346	Μοσοχ	μοσοχ	μοσοχ	Μοσοχ	Mosox				*MOSOX	*MOSOX
1	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	5	N	NSM	9346	Θιρας	θιρας	θιρας	Θιρας	Qiraj			.	*QIRAS	*QIRAS
1	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	6	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(o/j				UI(OI\	UI(O/S
1	6	N	GSM	9538	Γαμερ	γαμερ	γαμερ	Γαμερ	Gamer			·	*GAMER	*GAMER
1	6	N	NSM	9346	Ασχαναζ	ασχαναζ	ασχαναζ	Ασχαναζ	Asxanaz				*ASXANAZ	*ASXANAZ
1	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	6	N	NSM	9346	Ριφαθ	ριφαθ	ριφαθ	Ριφαθ	Rifaq				*RIFAQ	*RIFAQ
1	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	6	N	NSM	9346	Θοργαμα	θοργαμα	θοργαμα	Θοργαμα	Qorgama			.	*QORGAMA	*QORGAMA
1	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	7	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(o/j				UI(OI\	UI(O/S
1	7	N	GSM	9538	Ιωυαν	ιωυαν	ιωυαν	Ιωυαν	Iwuan			·	*IWUAN	*IWUAN
1	7	N	NSM	9346	Ελισα	ελισα	ελισα	Ελισα	Elisa				*ELISA	*ELISA
1	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	7	N	NSM	9346	Θαρσις	θαρσις	θαρσις	Θαρσις	Qarsij			,	*QARSIS	*QARSIS
1	7	N2	NPM	9858	Κίτιοι	κιτιοι	κιτιοι	Κίτιοι	Ki/tioi				*KI/TIOI	*KI/TIOI
1	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	7	N2	NPM	9858	Ῥόδιοι	ῥοδιοι	ροδιοι	Ῥόδιοι	R(o/dioi			.	*R(O/DIOI	*R(O/DIOI
1	8	C		4	Καὶ	και	και	καί	kai/				KAI\	KAI/
1	8	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(o/j				UI(OI\	UI(O/S
1	8	N	GSM	9538	Χαμ	χαμ	χαμ	Χαμ	Xam			·	*XAM	*XAM
1	8	N	NSM	9346	Χους	χους	χους	Χους	Xouj				*XOUS	*XOUS
1	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	8	N	NSM	9346	Μεστραιμ	μεστραιμ	μεστραιμ	Μεστραιμ	Mestraim			,	*MESTRAIM	*MESTRAIM
1	8	N	NSM	9346	Φουδ	φουδ	φουδ	Φουδ	Foud				*FOUD	*FOUD
1	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	8	N	NSM	9346	Χανααν	χανααν	χανααν	Χαναάν	Xanaa/n			.	*XANAAN	*XANAAN
1	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	9	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(o/j				UI(OI\	UI(O/S
1	9	N	GSM	9538	Χους	χους	χους	Χους	Xouj			·	*XOUS	*XOUS
1	9	N	NSM	9346	Σαβα	σαβα	σαβα	Σαβα	Saba				*SABA	*SABA
1	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	9	N	NSM	9346	Ευιλατ	ευιλατ	ευιλατ	Ευιλατ	Euilat				*EUILAT	*EUILAT
1	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	9	N	NSM	9346	Σαβαθα	σαβαθα	σαβαθα	Σαβαθα	Sabaqa				*SABAQA	*SABAQA
1	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	9	N	NSM	9346	Ρεγμα	ρεγμα	ρεγμα	Ρεγμα	Regma				*REGMA	*REGMA
1	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	9	N	NSM	9346	Σεβεκαθα	σεβεκαθα	σεβεκαθα	Σεβεκαθα	Sebekaqa			.	*SEBEKAQA	*SEBEKAQA
1	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	9	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(o/j				UI(OI\	UI(O/S
1	9	N	GSM	9538	Ρεγμα	ρεγμα	ρεγμα	Ρεγμα	Regma			·	*REGMA	*REGMA
