1	1	VAI	AAI1S	600705	Ἐβόησα	ἐβοησα	εβοησα	βοάω	boa/w				E)BO/HSA	BOA/W
1	1	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
1	1	N2	ASM	9474	κύριον	κυριον	κυριον	κύριος	ku/rioj				KU/RION	KU/RIOS
1	1	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	1	RA	DSN	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
1	1	V1	PMN	308609	θλίβεσθαί	θλιβεσθαι	θλιβεσθαι	θλίβω	qli/bw				QLI/BESQAI/	QLI/BW
1	1	RP	AS	13	με	με	με	μέ	me/				ME	E)GW/
1	1	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
1	1	N3E	ASN	17666	τέλος	τελος	τελος	τέλος	te/loj			,	TE/LOS	TE/LOS
1	1	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
1	1	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
1	1	N2	ASM	9474	θεὸν	θεον	θεον	θεός	qeo/j				QEO\N	QEO/S
1	1	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	1	RA	DSN	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
1	1	VE	AMN	310145	ἐπιθέσθαι	ἐπιθεσθαι	επιθεσθαι	ἐπιτίθημι	e)piti/qhmi				E)PIQE/SQAI	TI/QHMI          E)PI
1	1	A1B	APM	9987	ἁμαρτωλούς	ἁμαρτωλους	αμαρτωλους	ἁμαρτωλός	a(martwlo/j			·	A(MARTWLOU/S	A(MARTWLO/S
1	2	D		9	ἐξάπινα	ἐξαπινα	εξαπινα	ἐξάπινα	e)ca/pina				E)CA/PINA	E)CA/PINA
1	2	VCI	API3S	641665	ἠκούσθη	ἠκουσθη	ηκουσθη	ἀκούω	a)kou/w				H)KOU/SQH	A)KOU/W
1	2	N1	NSF	13442	κραυγὴ	κραυγη	κραυγη	κραυγή	kraugh/				KRAUGH\	KRAUGH/
1	2	N2	GSM	9538	πολέμου	πολεμου	πολεμου	πόλεμος	po/lemoj				POLE/MOU	PO/LEMOS
1	2	A1B	ASM	9475	ἐνώπιόν	ἐνωπιον	ενωπιον	ἐνώπιος	e)nw/pioj				E)NW/PIO/N	E)NW/PION
1	2	RP	GS	13	μου	μου	μου	μου	mou			·	MOU	E)GW/
1	2	VAI	AAI1S	600705	εἶπα	εἰπα	ειπα	ἔπω	e)/pw	[	]		EI)=PA	EI)=PON
1	2	VF	FMI3S	637057	Ἐπακούσεταί	ἐπακουσεται	επακουσεται	ἐπακούω	e)pakou/w				E)PAKOU/SETAI/	A)KOU/W          E)PI
1	2	RP	GS	13	μου	μου	μου	μου	mou			,	MOU	E)GW/
1	2	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
1	2	VSI	API1S	608897	ἐπλήσθην	ἐπλησθην	επλησθην	πλήθω	plh/qw				E)PLH/SQHN	PI/MPLHMI
1	2	N1	GSF	13634	δικαιοσύνης	δικαιοσυνης	δικαιοσυνης	δικαιοσύνη	dikaiosu/nh			.	DIKAIOSU/NHS	DIKAIOSU/NH
1	3	VAI	AMI1S	604801	ἐλογισάμην	ἐλογισαμην	ελογισαμην	λογίζομαι	logi/zomai				E)LOGISA/MHN	LOGI/ZOMAI
1	3	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	3	N1A	DSF	13698	καρδίᾳ	καρδια	καρδια	καρδία	kardi/a				KARDI/A|	KARDI/A
1	3	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
1	3	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
1	3	VSI	API1S	608897	ἐπλήσθην	ἐπλησθην	επλησθην	πλήθω	plh/qw				E)PLH/SQHN	PI/MPLHMI
1	3	N1	GSF	13634	δικαιοσύνης	δικαιοσυνης	δικαιοσυνης	δικαιοσύνη	dikaiosu/nh				DIKAIOSU/NHS	DIKAIOSU/NH
1	3	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	3	RA	DSN	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
1	3	VA	AAN	306049	εὐθηνῆσαί	εὐθηνησαι	ευθηνησαι	εὐθηνέω	eu)qhne/w				EU)QHNH=SAI/	EU)QHNE/W
1	3	RP	AS	13	με	με	με	μέ	me/				ME	E)GW/
1	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	3	A1	ASF	13571	πολλὴν	πολλην	πολλην	πολύς	polu/j				POLLH\N	POLU/S
1	3	VB	AMN	310145	γενέσθαι	γενεσθαι	γενεσθαι	γίνομαι	gi/nomai				GENE/SQAI	GI/GNOMAI
1	3	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	3	N2N	DPN	18306	τέκνοις	τεκνοις	τεκνοις	τέκνον	te/knon			.	TE/KNOIS	TE/KNON
1	4	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
1	4	N2	NSM	9346	πλοῦτος	πλουτος	πλουτος	πλοῦτος	plou=toj				PLOU=TOS	PLOU=TOS
1	4	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)to/j				AU)TW=N	AU)TO/S
1	4	VCI	API3S	641665	διεδόθη	διεδοθη	διεδοθη	διαδίδωμι	diadi/dwmi				DIEDO/QH	DI/DWMI          DIA
1	4	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
1	4	A1S	ASF	13571	πᾶσαν	πασαν	πασαν	πᾶς	pa=j				PA=SAN	PA=S
1	4	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
1	4	N1	ASF	13570	γῆν	γην	γην	γῆ	gh=				GH=N	GH=
1	4	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	4	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
1	4	N1S	NSF	13442	δόξα	δοξα	δοξα	δόξα	do/ca				DO/CA	DO/CA
1	4	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)to/j				AU)TW=N	AU)TO/S
1	4	C		4	ἕως	ἑως	εως	ἕως	e(/wj				E(/WS	E(/WS
1	4	A1	GSM	9539	ἐσχάτου	ἐσχατου	εσχατου	ἔσχατος	e)/sxatoj				E)SXA/TOU	E)/SXATOS
1	4	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
1	4	N1	GSF	13634	γῆς	γης	γης	γῆ	gh=			.	GH=S	GH=
1	5	VCI	API3P	903809	ὑψώθησαν	ὑψωθησαν	υψωθησαν	ὑψόω	u(yo/w				U(YW/QHSAN	U(YO/W
1	5	C		4	ἕως	ἑως	εως	ἕως	e(/wj				E(/WS	E(/WS
1	5	RA	GPN	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	5	N2N	GPN	18242	ἄστρων	ἀστρων	αστρων	ἄστρον	a)/stron			,	A)/STRWN	A)/STRON
1	5	VAI	AAI3P	895617	εἶπαν	εἰπαν	ειπαν	ἔπω	e)/pw				EI)=PAN	EI)=PON
1	5	D		9	Οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
1	5	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
1	5	VA	AAS3P	895745	πέσωσιν	πεσωσιν	πεσωσιν	πίπτω	pi/ptw			·	PE/SWSIN	PI/PTW
1	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	6	VA	AAPASN	9055169	ἐξύβρισαν	ἐξυβρισαν	εξυβρισαν	ἐξυβρίζω	e)cubri/zw				E)CU/BRISAN	U(BRI/ZW         E)K
1	6	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	6	RA	DPM	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	6	A1	DPM	10115	ἀγαθοῖς	ἀγαθοις	αγαθοις	ἀγαθός	a)gaqo/j				A)GAQOI=S	A)GAQO/S
1	6	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)to/j				AU)TW=N	AU)TO/S
1	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	6	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	6	VAI	AAI3P	895617	ἤνεγκαν	ἠνεγκαν	ηνεγκαν	φέρω	fe/rw			.	H)/NEGKAN	FE/RW
1	7	RA	NPF	10	αἱ	αἱ	αι	ὁ	o(				AI(	O(
1	7	N1A	NPF	13954	ἁμαρτίαι	ἁμαρτιαι	αμαρτιαι	ἁμαρτία	a(marti/a				A(MARTI/AI	A(MARTI/A
1	7	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)to/j				AU)TW=N	AU)TO/S
1	7	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	7	A1B	DPN	18307	ἀποκρύφοις	ἀποκρυφοις	αποκρυφοις	ἀπόκρυφος	a)po/krufoj			,	A)POKRU/FOIS	A)PO/KRUFOS
1	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	7	RP	NS	13	ἐγὼ	ἐγω	εγω	ἐγώ	e)gw/				E)GW\	E)GW/
1	7	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	7	V	YAI3S	634497	ᾔδειν	ἠδειν	ηδειν	οἶδα	oi)=da			·	H)/|DEIN	OI)=DA
1	8	RA	NPF	10	αἱ	αἱ	αι	ὁ	o(				AI(	O(
1	8	N1A	NPF	13954	ἀνομίαι	ἀνομιαι	ανομιαι	ἀνομία	a)nomi/a				A)NOMI/AI	A)NOMI/A
1	8	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)to/j				AU)TW=N	AU)TO/S
1	8	P		8	ὑπὲρ	ὑπερ	υπερ	ὑπέρ	u(pe/r				U(PE\R	U(PE/R
1	8	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
1	8	P		8	πρὸ	προ	προ	πρό	pro/				PRO\	PRO/
1	8	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)to/j				AU)TW=N	AU)TO/S
1	8	N3E	APN	18178	ἔθνη	ἐθνη	εθνη	ἔθνος	e)/qnoj			,	E)/QNH	E)/QNOS
1	8	VAI	AAI3P	895617	ἐβεβήλωσαν	ἐβεβηλωσαν	εβεβηλωσαν	βεβηλόω	bebhlo/w				E)BEBH/LWSAN	BEBHLO/W
1	8	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
1	8	A1A	APN	18179	ἅγια	ἁγια	αγια	ἅγιος	a(/gioj				A(/GIA	A(/GIOS
