1	1	VA	AAD2P	895681	Ἀγαπήσατε	ἀγαπησατε	αγαπησατε	ἀγαπάω	a)gapa/w				*A)GAPH/SATE	A)GAPA/W
1	1	N1	ASF	13570	δικαιοσύνην	δικαιοσυνην	δικαιοσυνην	δικαιοσύνη	dikaiosu/nh			,	DIKAIOSU/NHN	DIKAIOSU/NH
1	1	RA	VPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
1	1	V1	PAPVPM	5088705	κρίνοντες	κρινοντες	κρινοντες	κρίνω	kri/nw				KRI/NONTES	KRI/NW
1	1	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
1	1	N1	ASF	13570	γῆν	γην	γην	γῆ	gh=			,	GH=N	GH=
1	1	VA	AAD2P	895681	φρονήσατε	φρονησατε	φρονησατε	φρονέω	frone/w				FRONH/SATE	FRONE/W
1	1	P		8	περὶ	περι	περι	περί	peri/				PERI\	PERI/
1	1	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	1	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	ku/rioj				KURI/OU	KU/RIOS
1	1	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	1	N3T	DSF	13698	ἀγαθότητι	ἀγαθοτητι	αγαθοτητι	ἀγαθότης	a)gaqo/thj				A)GAQO/THTI	A)GAQO/THS
1	1	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	1	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	1	N3T	DSF	13698	ἁπλότητι	ἁπλοτητι	απλοτητι	ἁπλότης	a(plo/thj				A(PLO/THTI	A(PLO/THS
1	1	N1A	GSF	13634	καρδίας	καρδιας	καρδιας	καρδία	kardi/a				KARDI/AS	KARDI/A
1	1	VA	AAD2P	895681	ζητήσατε	ζητησατε	ζητησατε	ζητέω	zhte/w				ZHTH/SATE	ZHTE/W
1	1	RD	ASM	11	αὐτόν	αὐτον	αυτον	αὐτός	au)to/j			.	AU)TO/N	AU)TO/S
1	2	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
1	2	V1	PMI3S	636033	εὑρίσκεται	εὑρισκεται	ευρισκεται	εὑρίσκω	eu(ri/skw				EU(RI/SKETAI	EU(RI/SKW
1	2	RA	DPM	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	2	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
1	2	V1	PAPDPM	5187009	πειράζουσιν	πειραζουσιν	πειραζουσιν	πειράζω	peira/zw				PEIRA/ZOUSIN	PEIRA/ZW
1	2	RD	ASM	11	αὐτόν	αὐτον	αυτον	αὐτός	au)to/j			,	AU)TO/N	AU)TO/S
1	2	V1	PMI3S	636033	ἐμφανίζεται	ἐμφανιζεται	εμφανιζεται	ἐμφανίζω	e)mfani/zw				E)MFANI/ZETAI	E)MFANI/ZW
1	2	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
1	2	RA	DPM	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	2	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
1	2	V2	PAPDPM	5187009	ἀπιστοῦσιν	ἀπιστουσιν	απιστουσιν	ἀπιστέω	a)piste/w				A)PISTOU=SIN	A)PISTE/W
1	2	RD	DSM	11	αὐτῷ	αὐτω	αυτω	αὐτός	au)to/j			.	AU)TW=|	AU)TO/S
1	3	A1A	NPM	9859	σκολιοὶ	σκολιοι	σκολιοι	σκολιός	skolio/j				SKOLIOI\	SKOLIO/S
1	3	X		5	γὰρ	γαρ	γαρ	γάρ	ga/r				GA\R	GA/R
1	3	N2	NPM	9858	λογισμοὶ	λογισμοι	λογισμοι	λογισμός	logismo/j				LOGISMOI\	LOGISMO/S
1	3	V1	PAI3P	894081	χωρίζουσιν	χωριζουσιν	χωριζουσιν	χωρίζω	xwri/zw				XWRI/ZOUSIN	XWRI/ZW
1	3	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
1	3	N2	GSM	9538	θεοῦ	θεου	θεου	θεός	qeo/j			,	QEOU=	QEO/S
1	3	V1	PMPNSF	6895041	δοκιμαζομένη	δοκιμαζομενη	δοκιμαζομενη	δοκιμάζω	dokima/zw				DOKIMAZOME/NH	DOKIMA/ZW
1	3	X		5	τε	τε	τε	τε	te				TE	TE
1	3	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
1	3	N3I	NSF	13442	δύναμις	δυναμις	δυναμις	δύναμις	du/namij				DU/NAMIS	DU/NAMIS
1	3	V1	PAI3S	631937	ἐλέγχει	ἐλεγχει	ελεγχει	ἐλέγχω	e)le/gxw				E)LE/GXEI	E)LE/GXW
1	3	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
1	3	A3N	APM	9987	ἄφρονας	ἀφρονας	αφρονας	ἄφρων	a)/frwn			.	A)/FRONAS	A)/FRWN
1	4	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
1	4	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
1	4	A1B	ASF	13571	κακότεχνον	κακοτεχνον	κακοτεχνον	κακότεχνος	kako/texnoj				KAKO/TEXNON	KAKO/TEXNOS
1	4	N1	ASF	13570	ψυχὴν	ψυχην	ψυχην	ψυχή	yuxh/				YUXH\N	YUXH/
1	4	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	4	VF	FMI3S	637057	εἰσελεύσεται	εἰσελευσεται	εισελευσεται	εἰσέρχομαι	ei)se/rxomai				EI)SELEU/SETAI	E)/RXOMAI        EI)S
1	4	N1A	NSF	13442	σοφία	σοφια	σοφια	σοφία	sofi/a				SOFI/A	SOFI/A
1	4	C		4	οὐδὲ	οὐδε	ουδε	οὐδέ	ou)de/				OU)DE\	OU)DE/
1	4	N3I	DSF	13698	κατοικήσει	κατοικησει	κατοικησει	κατοίκησις	katoi/khsij				KATOIKH/SEI	KATOI/KHSIS
1	4	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	4	N3M	DSN	17794	σώματι	σωματι	σωματι	σῶμα	sw=ma				SW/MATI	SW=MA
1	4	A1B	DSN	17795	κατάχρεῳ	καταχρεω	καταχρεω	κατάχρεος	kata/xreoj				KATA/XREW|	KATA/XREOS
1	4	N1A	GSF	13634	ἁμαρτίας	ἁμαρτιας	αμαρτιας	ἁμαρτία	a(marti/a			.	A(MARTI/AS	A(MARTI/A
1	5	A1A	NSN	17539	ἅγιον	ἁγιον	αγιον	ἅγιος	a(/gioj				A(/GION	A(/GIOS
1	5	X		5	γὰρ	γαρ	γαρ	γάρ	ga/r				GA\R	GA/R
1	5	N3M	NSN	17538	πνεῦμα	πνευμα	πνευμα	πνεῦμα	pneu=ma				PNEU=MA	PNEU=MA
1	5	N1A	GSF	13634	παιδείας	παιδειας	παιδειας	παιδεία	paidei/a				PAIDEI/AS	PAIDEI/A
1	5	VF	FMI3S	637057	φεύξεται	φευξεται	φευξεται	φεύγω	feu/gw				FEU/CETAI	FEU/GW
1	5	N2	ASM	9474	δόλον	δολον	δολον	δόλος	do/loj				DO/LON	DO/LOS
1	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	5	VF	FMI3S	637057	ἀπαναστήσεται	ἀπαναστησεται	απαναστησεται	ἀπανίστημι	a)pani/sthmi				A)PANASTH/SETAI	I(/STHMI         A)PO  A)NA
1	5	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
1	5	N2	GPM	10050	λογισμῶν	λογισμων	λογισμων	λογισμός	logismo/j				LOGISMW=N	LOGISMO/S
1	5	A1B	GPM	10051	ἀσυνέτων	ἀσυνετων	ασυνετων	ἀσύνετος	a)su/netoj				A)SUNE/TWN	A)SU/NETOS
1	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	5	VC	FPI3S	641153	ἐλεγχθήσεται	ἐλεγχθησεται	ελεγχθησεται	ἐλέγχω	e)le/gxw				E)LEGXQH/SETAI	E)LE/GXW
1	5	VB	AAPGSF	6990785	ἐπελθούσης	ἐπελθουσης	επελθουσης	ἐπέρχομαι	e)pe/rxomai				E)PELQOU/SHS	E)/RXOMAI        E)PI
1	5	N1A	GSF	13634	ἀδικίας	ἀδικιας	αδικιας	ἀδικία	a)diki/a			.	A)DIKI/AS	A)DIKI/A
1	6	A1B	NSN	17539	φιλάνθρωπον	φιλανθρωπον	φιλανθρωπον	φιλάνθρωπος	fila/nqrwpoj				FILA/NQRWPON	FILA/NQRWPOS
1	6	X		5	γὰρ	γαρ	γαρ	γάρ	ga/r				GA\R	GA/R
1	6	N3M	NSN	17538	πνεῦμα	πνευμα	πνευμα	πνεῦμα	pneu=ma				PNEU=MA	PNEU=MA
1	6	N1A	NSF	13442	σοφία	σοφια	σοφια	σοφία	sofi/a				SOFI/A	SOFI/A
1	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	6	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	6	VF	FAI3S	632961	ἀθῳώσει	ἀθωωσει	αθωωσει	ἀθῳόω	a)qw|o/w				A)QW|W/SEI	A)QW|O/W
1	6	A1B	ASN	17667	βλάσφημον	βλασφημον	βλασφημον	βλάσφημος	bla/sfhmoj				BLA/SFHMON	BLA/SFHMOS
1	6	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
1	6	N3E	GPN	18242	χειλέων	χειλεων	χειλεων	χεῖλος	xei=loj				XEILE/WN	XEI=LOS
1	6	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			·	AU)TOU=	AU)TO/S
1	6	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
1	6	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	6	N2	GPM	10050	νεφρῶν	νεφρων	νεφρων	νεφρός	nefro/j				NEFRW=N	NEFRO/S
1	6	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
1	6	N3	NSM	9346	μάρτυς	μαρτυς	μαρτυς	μάρτυς	ma/rtuj				MA/RTUS	MA/RTUS
1	6	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
1	6	N2	NSM	9346	θεὸς	θεος	θεος	θεός	qeo/j				QEO\S	QEO/S
1	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	6	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
1	6	N1A	GSF	13634	καρδίας	καρδιας	καρδιας	καρδία	kardi/a				KARDI/AS	KARDI/A
1	6	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
1	6	N2	NSM	9346	ἐπίσκοπος	ἐπισκοπος	επισκοπος	ἐπίσκοπος	e)pi/skopoj				E)PI/SKOPOS	E)PISKOPO/S
1	6	A3H	NSM	9347	ἀληθὴς	ἀληθης	αληθης	ἀληθής	a)lhqh/j				A)LHQH\S	A)LHQH/S
1	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	6	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
1	6	N1S	GSF	13634	γλώσσης	γλωσσης	γλωσσης	γλῶσσα	glw=ssa				GLW/SSHS	GLW=SSA
1	6	A1	GSF	13635	ἀκουστής	ἀκουστης	ακουστης	ἀκουστός	a)kousto/j			.	A)KOUSTH/S	A)KOUSTO/S
